ID,Raw_Score_First,Theta_First,ss_first,Perf_First,Raw_Score_Last,Theta_Last,ss_last,Perf_Last,Growth,Growth_category
8,5,-7.52013,801,Level 1,6,-7.52013,801,Level 1,Level1|Level1,N
18,4,-7.52013,801,Level 1,7,-7.52013,801,Level 1,Level1|Level1,N
23,2,-7.52013,801,Level 1,25,-7.52013,1261,Level 2,Level1|Level2,Y
83,6,-7.52013,801,Level 1,37,-7.52013,1465,Level 3,Level1|Level3,Y
109,3,-7.52013,801,Level 1,21,-7.52013,1198,Level 2,Level1|Level2,Y
112,6,-7.52013,801,Level 1,5,-7.52013,801,Level 1,Level1|Level1,N
120,4,-7.52013,801,Level 1,6,-7.52013,801,Level 1,Level1|Level1,N
131,2,-7.52013,801,Level 1,9,-7.52013,972,Level 1,Level1|Level1,N
166,4,-7.52013,801,Level 1,20,-7.52013,1182,Level 2,Level1|Level2,Y
223,6,-7.52013,801,Level 1,8,-7.52013,908,Level 1,Level1|Level1,N
239,5,-7.52013,801,Level 1,20,-7.52013,1182,Level 2,Level1|Level2,Y
252,2,-7.52013,801,Level 1,25,-7.52013,1261,Level 2,Level1|Level2,Y
262,6,-7.52013,801,Level 1,26,-7.52013,1278,Level 2,Level1|Level2,Y
288,0,-7.52013,801,Level 1,23,-7.52013,1229,Level 2,Level1|Level2,Y
317,5,-7.52013,801,Level 1,16,-7.52013,1124,Level 2,Level1|Level2,Y
320,3,-7.52013,801,Level 1,27,-7.52013,1295,Level 2,Level1|Level2,Y
343,5,-7.52013,801,Level 1,19,-7.52013,1168,Level 2,Level1|Level2,Y
354,7,-7.52013,801,Level 1,36,-7.52013,1448,Level 3,Level1|Level3,Y
365,6,-7.52013,801,Level 1,39,-7.52013,1499,Level 3,Level1|Level3,Y
380,6,-7.52013,801,Level 1,23,-7.52013,1229,Level 2,Level1|Level2,Y
389,5,-7.52013,801,Level 1,18,-7.52013,1153,Level 2,Level1|Level2,Y
390,7,-7.52013,801,Level 1,38,-7.52013,1482,Level 3,Level1|Level3,Y
445,4,-7.52013,801,Level 1,16,-7.52013,1124,Level 2,Level1|Level2,Y
446,2,-7.52013,801,Level 1,41,-7.52013,1534,Level 3,Level1|Level3,Y
456,6,-7.52013,801,Level 1,40,-7.52013,1516,Level 3,Level1|Level3,Y
494,4,-7.52013,801,Level 1,41,-7.52013,1534,Level 3,Level1|Level3,Y
505,5,-7.52013,801,Level 1,13,-7.52013,1078,Level 1,Level1|Level1,N
515,7,-7.52013,801,Level 1,33,-7.52013,1398,Level 3,Level1|Level3,Y
528,1,-7.52013,801,Level 1,7,-7.52013,801,Level 1,Level1|Level1,N
539,0,-7.52013,801,Level 1,19,-7.52013,1168,Level 2,Level1|Level2,Y
581,1,-7.52013,801,Level 1,9,-7.52013,972,Level 1,Level1|Level1,N
591,1,-7.52013,801,Level 1,31,-7.52013,1364,Level 3,Level1|Level3,Y
625,5,-7.52013,801,Level 1,26,-7.52013,1278,Level 2,Level1|Level2,Y
654,5,-7.52013,801,Level 1,30,-7.52013,1346,Level 2,Level1|Level2,Y
655,5,-7.52013,801,Level 1,23,-7.52013,1229,Level 2,Level1|Level2,Y
661,0,-7.52013,801,Level 1,15,-7.52013,1110,Level 1,Level1|Level1,N
663,4,-7.52013,801,Level 1,2,-7.52013,801,Level 1,Level1|Level1,N
688,6,-7.52013,801,Level 1,29,-7.52013,1329,Level 2,Level1|Level2,Y
706,4,-7.52013,801,Level 1,20,-7.52013,1182,Level 2,Level1|Level2,Y
707,1,-7.52013,801,Level 1,17,-7.52013,1139,Level 2,Level1|Level2,Y
731,4,-7.52013,801,Level 1,30,-7.52013,1346,Level 2,Level1|Level2,Y
769,5,-7.52013,801,Level 1,21,-7.52013,1198,Level 2,Level1|Level2,Y
776,6,-7.52013,801,Level 1,27,-7.52013,1295,Level 2,Level1|Level2,Y
807,7,-7.52013,801,Level 1,25,-7.52013,1261,Level 2,Level1|Level2,Y
810,3,-7.52013,801,Level 1,26,-7.52013,1278,Level 2,Level1|Level2,Y
842,7,-7.52013,801,Level 1,33,-7.52013,1398,Level 3,Level1|Level3,Y
875,6,-7.52013,801,Level 1,43,-7.52013,1571,Level 4,Level1|Level4,Y
891,0,-7.52013,801,Level 1,19,-7.52013,1168,Level 2,Level1|Level2,Y
898,4,-7.52013,801,Level 1,19,-7.52013,1168,Level 2,Level1|Level2,Y
900,6,-7.52013,801,Level 1,10,-7.52013,1010,Level 1,Level1|Level1,N
902,5,-7.52013,801,Level 1,21,-7.52013,1198,Level 2,Level1|Level2,Y
911,3,-7.52013,801,Level 1,22,-7.52013,1213,Level 2,Level1|Level2,Y
923,7,-7.52013,801,Level 1,28,-7.52013,1312,Level 2,Level1|Level2,Y
924,2,-7.52013,801,Level 1,46,-7.52013,1632,Level 4,Level1|Level4,Y
926,6,-7.52013,801,Level 1,27,-7.52013,1295,Level 2,Level1|Level2,Y
950,6,-7.52013,801,Level 1,32,-7.52013,1381,Level 3,Level1|Level3,Y
972,5,-7.52013,801,Level 1,40,-7.52013,1516,Level 3,Level1|Level3,Y
74,8,-6.26205,908,Level 1,32,-6.26205,1381,Level 3,Level1|Level3,Y
307,8,-6.26205,908,Level 1,35,-6.26205,1431,Level 3,Level1|Level3,Y
337,8,-6.26205,908,Level 1,20,-6.26205,1182,Level 2,Level1|Level2,Y
522,8,-6.26205,908,Level 1,37,-6.26205,1465,Level 3,Level1|Level3,Y
709,8,-6.26205,908,Level 1,30,-6.26205,1346,Level 2,Level1|Level2,Y
749,8,-6.26205,908,Level 1,34,-6.26205,1414,Level 3,Level1|Level3,Y
840,8,-6.26205,908,Level 1,13,-6.26205,1078,Level 1,Level1|Level1,N
861,8,-6.26205,908,Level 1,19,-6.26205,1168,Level 2,Level1|Level2,Y
897,8,-6.26205,908,Level 1,18,-6.26205,1153,Level 2,Level1|Level2,Y
951,8,-6.26205,908,Level 1,15,-6.26205,1110,Level 1,Level1|Level1,N
957,8,-6.26205,908,Level 1,31,-6.26205,1364,Level 3,Level1|Level3,Y
986,8,-6.26205,908,Level 1,7,-6.26205,801,Level 1,Level1|Level1,N
20,9,-5.50812,972,Level 1,42,-5.50812,1552,Level 4,Level1|Level4,Y
64,9,-5.50812,972,Level 1,28,-5.50812,1312,Level 2,Level1|Level2,Y
127,9,-5.50812,972,Level 1,22,-5.50812,1213,Level 2,Level1|Level2,Y
331,9,-5.50812,972,Level 1,50,-5.50812,1750,Level 4,Level1|Level4,Y
439,9,-5.50812,972,Level 1,35,-5.50812,1431,Level 3,Level1|Level3,Y
571,9,-5.50812,972,Level 1,45,-5.50812,1610,Level 4,Level1|Level4,Y
637,9,-5.50812,972,Level 1,28,-5.50812,1312,Level 2,Level1|Level2,Y
878,9,-5.50812,972,Level 1,48,-5.50812,1681,Level 4,Level1|Level4,Y
939,9,-5.50812,972,Level 1,46,-5.50812,1632,Level 4,Level1|Level4,Y
952,9,-5.50812,972,Level 1,34,-5.50812,1414,Level 3,Level1|Level3,Y
65,10,-5.05711,1010,Level 1,33,-5.05711,1398,Level 3,Level1|Level3,Y
96,10,-5.05711,1010,Level 1,14,-5.05711,1094,Level 1,Level1|Level1,N
812,10,-5.05711,1010,Level 1,27,-5.05711,1295,Level 2,Level1|Level2,Y
838,10,-5.05711,1010,Level 1,28,-5.05711,1312,Level 2,Level1|Level2,Y
871,10,-5.05711,1010,Level 1,21,-5.05711,1198,Level 2,Level1|Level2,Y
73,11,-4.73272,1038,Level 1,35,-4.73272,1431,Level 3,Level1|Level3,Y
148,11,-4.73272,1038,Level 1,37,-4.73272,1465,Level 3,Level1|Level3,Y
244,11,-4.73272,1038,Level 1,18,-4.73272,1153,Level 2,Level1|Level2,Y
260,11,-4.73272,1038,Level 1,37,-4.73272,1465,Level 3,Level1|Level3,Y
398,11,-4.73272,1038,Level 1,38,-4.73272,1482,Level 3,Level1|Level3,Y
458,11,-4.73272,1038,Level 1,48,-4.73272,1681,Level 4,Level1|Level4,Y
465,11,-4.73272,1038,Level 1,23,-4.73272,1229,Level 2,Level1|Level2,Y
486,11,-4.73272,1038,Level 1,40,-4.73272,1516,Level 3,Level1|Level3,Y
508,11,-4.73272,1038,Level 1,28,-4.73272,1312,Level 2,Level1|Level2,Y
556,11,-4.73272,1038,Level 1,21,-4.73272,1198,Level 2,Level1|Level2,Y
670,11,-4.73272,1038,Level 1,26,-4.73272,1278,Level 2,Level1|Level2,Y
802,11,-4.73272,1038,Level 1,39,-4.73272,1499,Level 3,Level1|Level3,Y
858,11,-4.73272,1038,Level 1,28,-4.73272,1312,Level 2,Level1|Level2,Y
872,11,-4.73272,1038,Level 1,25,-4.73272,1261,Level 2,Level1|Level2,Y
962,11,-4.73272,1038,Level 1,27,-4.73272,1295,Level 2,Level1|Level2,Y
991,11,-4.73272,1038,Level 1,39,-4.73272,1499,Level 3,Level1|Level3,Y
994,11,-4.73272,1038,Level 1,8,-4.73272,908,Level 1,Level1|Level1,N
80,12,-4.47592,1060,Level 1,28,-4.47592,1312,Level 2,Level1|Level2,Y
82,12,-4.47592,1060,Level 1,18,-4.47592,1153,Level 2,Level1|Level2,Y
115,12,-4.47592,1060,Level 1,25,-4.47592,1261,Level 2,Level1|Level2,Y
180,12,-4.47592,1060,Level 1,21,-4.47592,1198,Level 2,Level1|Level2,Y
183,12,-4.47592,1060,Level 1,46,-4.47592,1632,Level 4,Level1|Level4,Y
376,12,-4.47592,1060,Level 1,14,-4.47592,1094,Level 1,Level1|Level1,N
394,12,-4.47592,1060,Level 1,44,-4.47592,1590,Level 4,Level1|Level4,Y
413,12,-4.47592,1060,Level 1,47,-4.47592,1655,Level 4,Level1|Level4,Y
468,12,-4.47592,1060,Level 1,39,-4.47592,1499,Level 3,Level1|Level3,Y
511,12,-4.47592,1060,Level 1,26,-4.47592,1278,Level 2,Level1|Level2,Y
834,12,-4.47592,1060,Level 1,20,-4.47592,1182,Level 2,Level1|Level2,Y
906,12,-4.47592,1060,Level 1,36,-4.47592,1448,Level 3,Level1|Level3,Y
909,12,-4.47592,1060,Level 1,14,-4.47592,1094,Level 1,Level1|Level1,N
976,12,-4.47592,1060,Level 1,46,-4.47592,1632,Level 4,Level1|Level4,Y
37,13,-4.25868,1078,Level 1,40,-4.25868,1516,Level 3,Level1|Level3,Y
78,13,-4.25868,1078,Level 1,28,-4.25868,1312,Level 2,Level1|Level2,Y
136,13,-4.25868,1078,Level 1,28,-4.25868,1312,Level 2,Level1|Level2,Y
213,13,-4.25868,1078,Level 1,21,-4.25868,1198,Level 2,Level1|Level2,Y
249,13,-4.25868,1078,Level 1,32,-4.25868,1381,Level 3,Level1|Level3,Y
256,13,-4.25868,1078,Level 1,32,-4.25868,1381,Level 3,Level1|Level3,Y
275,13,-4.25868,1078,Level 1,31,-4.25868,1364,Level 3,Level1|Level3,Y
322,13,-4.25868,1078,Level 1,50,-4.25868,1750,Level 4,Level1|Level4,Y
348,13,-4.25868,1078,Level 1,32,-4.25868,1381,Level 3,Level1|Level3,Y
451,13,-4.25868,1078,Level 1,7,-4.25868,801,Level 1,Level1|Level1,N
492,13,-4.25868,1078,Level 1,26,-4.25868,1278,Level 2,Level1|Level2,Y
517,13,-4.25868,1078,Level 1,43,-4.25868,1571,Level 4,Level1|Level4,Y
595,13,-4.25868,1078,Level 1,15,-4.25868,1110,Level 1,Level1|Level1,N
719,13,-4.25868,1078,Level 1,15,-4.25868,1110,Level 1,Level1|Level1,N
811,13,-4.25868,1078,Level 1,30,-4.25868,1346,Level 2,Level1|Level2,Y
873,13,-4.25868,1078,Level 1,29,-4.25868,1329,Level 2,Level1|Level2,Y
907,13,-4.25868,1078,Level 1,12,-4.25868,1060,Level 1,Level1|Level1,N
26,14,-4.06526,1094,Level 1,38,-4.06526,1482,Level 3,Level1|Level3,Y
72,14,-4.06526,1094,Level 1,17,-4.06526,1139,Level 2,Level1|Level2,Y
124,14,-4.06526,1094,Level 1,16,-4.06526,1124,Level 2,Level1|Level2,Y
159,14,-4.06526,1094,Level 1,19,-4.06526,1168,Level 2,Level1|Level2,Y
296,14,-4.06526,1094,Level 1,30,-4.06526,1346,Level 2,Level1|Level2,Y
311,14,-4.06526,1094,Level 1,34,-4.06526,1414,Level 3,Level1|Level3,Y
357,14,-4.06526,1094,Level 1,20,-4.06526,1182,Level 2,Level1|Level2,Y
396,14,-4.06526,1094,Level 1,20,-4.06526,1182,Level 2,Level1|Level2,Y
471,14,-4.06526,1094,Level 1,33,-4.06526,1398,Level 3,Level1|Level3,Y
531,14,-4.06526,1094,Level 1,4,-4.06526,801,Level 1,Level1|Level1,N
684,14,-4.06526,1094,Level 1,24,-4.06526,1245,Level 2,Level1|Level2,Y
696,14,-4.06526,1094,Level 1,25,-4.06526,1261,Level 2,Level1|Level2,Y
781,14,-4.06526,1094,Level 1,27,-4.06526,1295,Level 2,Level1|Level2,Y
849,14,-4.06526,1094,Level 1,25,-4.06526,1261,Level 2,Level1|Level2,Y
874,14,-4.06526,1094,Level 1,35,-4.06526,1431,Level 3,Level1|Level3,Y
973,14,-4.06526,1094,Level 1,23,-4.06526,1229,Level 2,Level1|Level2,Y
61,15,-3.88586,1110,Level 1,9,-3.88586,972,Level 1,Level1|Level1,N
89,15,-3.88586,1110,Level 1,8,-3.88586,908,Level 1,Level1|Level1,N
177,15,-3.88586,1110,Level 1,44,-3.88586,1590,Level 4,Level1|Level4,Y
181,15,-3.88586,1110,Level 1,41,-3.88586,1534,Level 3,Level1|Level3,Y
227,15,-3.88586,1110,Level 1,48,-3.88586,1681,Level 4,Level1|Level4,Y
231,15,-3.88586,1110,Level 1,30,-3.88586,1346,Level 2,Level1|Level2,Y
328,15,-3.88586,1110,Level 1,28,-3.88586,1312,Level 2,Level1|Level2,Y
435,15,-3.88586,1110,Level 1,33,-3.88586,1398,Level 3,Level1|Level3,Y
534,15,-3.88586,1110,Level 1,26,-3.88586,1278,Level 2,Level1|Level2,Y
550,15,-3.88586,1110,Level 1,36,-3.88586,1448,Level 3,Level1|Level3,Y
561,15,-3.88586,1110,Level 1,27,-3.88586,1295,Level 2,Level1|Level2,Y
695,15,-3.88586,1110,Level 1,30,-3.88586,1346,Level 2,Level1|Level2,Y
727,15,-3.88586,1110,Level 1,36,-3.88586,1448,Level 3,Level1|Level3,Y
763,15,-3.88586,1110,Level 1,17,-3.88586,1139,Level 2,Level1|Level2,Y
786,15,-3.88586,1110,Level 1,38,-3.88586,1482,Level 3,Level1|Level3,Y
827,15,-3.88586,1110,Level 1,23,-3.88586,1229,Level 2,Level1|Level2,Y
944,15,-3.88586,1110,Level 1,27,-3.88586,1295,Level 2,Level1|Level2,Y
985,15,-3.88586,1110,Level 1,29,-3.88586,1329,Level 2,Level1|Level2,Y
40,16,-3.71394,1124,Level 2,31,-3.71394,1364,Level 3,Level2|Level3,Y
48,16,-3.71394,1124,Level 2,13,-3.71394,1078,Level 1,Level2|Level1,N
51,16,-3.71394,1124,Level 2,20,-3.71394,1182,Level 2,Level2|Level2,N
66,16,-3.71394,1124,Level 2,27,-3.71394,1295,Level 2,Level2|Level2,N
100,16,-3.71394,1124,Level 2,38,-3.71394,1482,Level 3,Level2|Level3,Y
114,16,-3.71394,1124,Level 2,33,-3.71394,1398,Level 3,Level2|Level3,Y
226,16,-3.71394,1124,Level 2,51,-3.71394,1801,Level 4,Level2|Level4,Y
269,16,-3.71394,1124,Level 2,30,-3.71394,1346,Level 2,Level2|Level2,N
313,16,-3.71394,1124,Level 2,37,-3.71394,1465,Level 3,Level2|Level3,Y
344,16,-3.71394,1124,Level 2,20,-3.71394,1182,Level 2,Level2|Level2,N
411,16,-3.71394,1124,Level 2,30,-3.71394,1346,Level 2,Level2|Level2,N
443,16,-3.71394,1124,Level 2,18,-3.71394,1153,Level 2,Level2|Level2,N
457,16,-3.71394,1124,Level 2,31,-3.71394,1364,Level 3,Level2|Level3,Y
520,16,-3.71394,1124,Level 2,47,-3.71394,1655,Level 4,Level2|Level4,Y
618,16,-3.71394,1124,Level 2,29,-3.71394,1329,Level 2,Level2|Level2,N
755,16,-3.71394,1124,Level 2,38,-3.71394,1482,Level 3,Level2|Level3,Y
805,16,-3.71394,1124,Level 2,34,-3.71394,1414,Level 3,Level2|Level3,Y
855,16,-3.71394,1124,Level 2,33,-3.71394,1398,Level 3,Level2|Level3,Y
877,16,-3.71394,1124,Level 2,43,-3.71394,1571,Level 4,Level2|Level4,Y
928,16,-3.71394,1124,Level 2,21,-3.71394,1198,Level 2,Level2|Level2,N
934,16,-3.71394,1124,Level 2,47,-3.71394,1655,Level 4,Level2|Level4,Y
977,16,-3.71394,1124,Level 2,9,-3.71394,972,Level 1,Level2|Level1,N
42,17,-3.54499,1139,Level 2,32,-3.54499,1381,Level 3,Level2|Level3,Y
81,17,-3.54499,1139,Level 2,43,-3.54499,1571,Level 4,Level2|Level4,Y
162,17,-3.54499,1139,Level 2,26,-3.54499,1278,Level 2,Level2|Level2,N
200,17,-3.54499,1139,Level 2,37,-3.54499,1465,Level 3,Level2|Level3,Y
230,17,-3.54499,1139,Level 2,34,-3.54499,1414,Level 3,Level2|Level3,Y
367,17,-3.54499,1139,Level 2,43,-3.54499,1571,Level 4,Level2|Level4,Y
514,17,-3.54499,1139,Level 2,38,-3.54499,1482,Level 3,Level2|Level3,Y
559,17,-3.54499,1139,Level 2,34,-3.54499,1414,Level 3,Level2|Level3,Y
651,17,-3.54499,1139,Level 2,26,-3.54499,1278,Level 2,Level2|Level2,N
833,17,-3.54499,1139,Level 2,38,-3.54499,1482,Level 3,Level2|Level3,Y
935,17,-3.54499,1139,Level 2,39,-3.54499,1499,Level 3,Level2|Level3,Y
14,18,-3.37587,1153,Level 2,37,-3.37587,1465,Level 3,Level2|Level3,Y
56,18,-3.37587,1153,Level 2,21,-3.37587,1198,Level 2,Level2|Level2,N
123,18,-3.37587,1153,Level 2,26,-3.37587,1278,Level 2,Level2|Level2,N
146,18,-3.37587,1153,Level 2,35,-3.37587,1431,Level 3,Level2|Level3,Y
206,18,-3.37587,1153,Level 2,24,-3.37587,1245,Level 2,Level2|Level2,N
405,18,-3.37587,1153,Level 2,23,-3.37587,1229,Level 2,Level2|Level2,N
432,18,-3.37587,1153,Level 2,35,-3.37587,1431,Level 3,Level2|Level3,Y
507,18,-3.37587,1153,Level 2,32,-3.37587,1381,Level 3,Level2|Level3,Y
544,18,-3.37587,1153,Level 2,23,-3.37587,1229,Level 2,Level2|Level2,N
638,18,-3.37587,1153,Level 2,26,-3.37587,1278,Level 2,Level2|Level2,N
791,18,-3.37587,1153,Level 2,19,-3.37587,1168,Level 2,Level2|Level2,N
837,18,-3.37587,1153,Level 2,30,-3.37587,1346,Level 2,Level2|Level2,N
850,18,-3.37587,1153,Level 2,38,-3.37587,1482,Level 3,Level2|Level3,Y
886,18,-3.37587,1153,Level 2,31,-3.37587,1364,Level 3,Level2|Level3,Y
997,18,-3.37587,1153,Level 2,35,-3.37587,1431,Level 3,Level2|Level3,Y
90,19,-3.20457,1168,Level 2,42,-3.20457,1552,Level 4,Level2|Level4,Y
152,19,-3.20457,1168,Level 2,16,-3.20457,1124,Level 2,Level2|Level2,N
235,19,-3.20457,1168,Level 2,52,-3.20457,1883,Level 4,Level2|Level4,Y
283,19,-3.20457,1168,Level 2,32,-3.20457,1381,Level 3,Level2|Level3,Y
355,19,-3.20457,1168,Level 2,37,-3.20457,1465,Level 3,Level2|Level3,Y
388,19,-3.20457,1168,Level 2,18,-3.20457,1153,Level 2,Level2|Level2,N
452,19,-3.20457,1168,Level 2,37,-3.20457,1465,Level 3,Level2|Level3,Y
497,19,-3.20457,1168,Level 2,22,-3.20457,1213,Level 2,Level2|Level2,N
570,19,-3.20457,1168,Level 2,21,-3.20457,1198,Level 2,Level2|Level2,N
620,19,-3.20457,1168,Level 2,32,-3.20457,1381,Level 3,Level2|Level3,Y
726,19,-3.20457,1168,Level 2,37,-3.20457,1465,Level 3,Level2|Level3,Y
747,19,-3.20457,1168,Level 2,48,-3.20457,1681,Level 4,Level2|Level4,Y
845,19,-3.20457,1168,Level 2,35,-3.20457,1431,Level 3,Level2|Level3,Y
864,19,-3.20457,1168,Level 2,45,-3.20457,1610,Level 4,Level2|Level4,Y
1,20,-3.02997,1182,Level 2,38,-3.02997,1482,Level 3,Level2|Level3,Y
11,20,-3.02997,1182,Level 2,32,-3.02997,1381,Level 3,Level2|Level3,Y
52,20,-3.02997,1182,Level 2,27,-3.02997,1295,Level 2,Level2|Level2,N
107,20,-3.02997,1182,Level 2,47,-3.02997,1655,Level 4,Level2|Level4,Y
207,20,-3.02997,1182,Level 2,43,-3.02997,1571,Level 4,Level2|Level4,Y
217,20,-3.02997,1182,Level 2,34,-3.02997,1414,Level 3,Level2|Level3,Y
274,20,-3.02997,1182,Level 2,19,-3.02997,1168,Level 2,Level2|Level2,N
309,20,-3.02997,1182,Level 2,10,-3.02997,1010,Level 1,Level2|Level1,N
